pid,nome,squadra,ruolo,ruolo_mantra,pfc,pma,pfc_range,pma_range,pfc_lo,pfc_hi,pma_lo,pma_hi,unc_pfc,dpfcpma,slot,tit,expfm,fascia,status,pen_prob,fk_prob,tix,fix,fix_contrib
594fe4db841f81b4,WALUKIEWICZ,Sassuolo,D,Dd;Dc,0.5,1.5,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,49.0,5.8,Riserva,P,0.0,0.0,3.7,14.6,-0.098
e8996418510f726c,ZANOLI,Udinese,D,Dd;E,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,48.0,5.93,Riserva,P,0.0,0.0,2.9,26.5,-0.034
c23854f275092af1,BEUKEMA,Napoli,D,Dc,0.5,2.0,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,60.0,6.0,Riserva,P,0.0,0.0,21.2,38.1,0.0
b46a0afe0fcdc26f,SABELLI,Genoa,D,Dd;Ds;E,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,60.0,5.91,Riserva,P,0.0,0.0,21.2,20.6,-0.054
320f7eb8809ff297,KABASELE,Udinese,D,Dc,0.5,2.9499999999999997,1-1,3-4,1.0,1.0,3.0,4.0,0.0,-2.0,8,84.0,6.09,TitLowCost,T,0.0,0.0,55.3,53.4,0.076
f87a264be15263c1,COCO,Torino,D,Dc,0.5,4.2,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,8,88.0,6.04,TitLowCost,T,0.0,0.0,71.4,45.2,0.035
f29629c3a612c74e,GASPAR K.,Lecce,D,Dc,0.5,2.5500000000000003,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,80.0,6.04,TitLowCost,T,0.0,0.0,48.1,44.2,0.032
5020717d9240037f,GOLDANIGA,Como,D,Dc,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,59.0,5.94,Riserva,P,0.0,0.0,17.5,25.7,-0.035
ffe1a0fae9a3704f,GHILARDI,Roma,D,Dc,0.5,1.75,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,52.0,5.94,Riserva,P,0.0,0.0,10.6,27.5,-0.031
3dd752de8b659318,VALENTI,Parma,D,Dc,0.5,1.5,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,60.0,5.88,Riserva,P,0.0,0.0,21.2,17.2,-0.072
a09f36a31467b5b1,MARIANUCCI,Napoli,D,Dc,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,44.0,5.97,Riserva,P,0.0,0.0,1.3,35.2,-0.013
87d28bf71f2fcbe7,JEAN,Lecce,D,Dc,0.5,0.8,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.93,Riserva,P,0.0,0.0,10.6,24.9,-0.036
480de6729932e0a1,KOSSOUNOU,Atalanta,D,Dd;Dc,0.5,3.75,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,8,72.0,5.99,Jolly,P,0.0,0.0,34.9,36.2,-0.007
2b941e886f45816a,KEMPF,Como,D,Dc,0.5,3.0,1-1,2-5,1.0,1.0,2.0,5.0,0.0,-2.0,8,76.0,6.16,TitLowCost,P,0.0,0.0,41.3,66.9,0.122
1748727044a2a5c1,VAN DER BREMPT,Sassuolo,D,Dd;E,0.5,1.75,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,76.0,6.13,TitLowCost,P,0.0,0.0,41.3,58.7,0.099
12fd300b0e779edd,HAINAUT,Venezia,D,Dd;E,0.5,1.55,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,88.0,6.04,TitLowCost,T,0.0,0.0,71.4,45.2,0.035
ff4569bfb92dab60,RENSCH,Roma,D,B;Dd;E,0.5,2.1,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,61.0,5.99,Riserva,P,0.0,0.0,24.6,37.0,-0.006
3ea51bf36bf263fe,OTOA,Genoa,D,Dc,0.5,0.9,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,70.0,5.91,Jolly,P,0.0,0.0,33.6,18.3,-0.063
de5081b5b32e8463,VEIGA D.,Lecce,D,Dd;E,0.5,1.7,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,92.0,6.01,TitLowCost,T,0.0,0.0,91.8,40.2,0.009
2c1c8fb224978b39,TIAGO GABRIEL,Lecce,D,Dc,0.5,6.949999999999999,1-1,6-9,1.0,1.0,6.0,9.0,0.0,-6.0,8,92.0,6.05,TitLowCost,T,0.0,0.0,91.8,48.1,0.046
d177cc9a1e77a3da,SMOLCIC I.,Como,D,Dd;E,0.5,1.25,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,56.0,5.94,Riserva,P,0.0,0.0,16.7,26.5,-0.034
23a64ca742c6ea7a,PROVSTGAARD,Lazio,D,Dc,0.5,2.4499999999999997,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,76.0,6.14,TitLowCost,P,0.0,0.0,41.3,61.1,0.106
55fc91268f816eb5,RUGANI,Juventus,D,Dc,0.5,0.8,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.96,Riserva,P,0.0,0.0,10.6,32.0,-0.021
4132656469e8603c,EBOSSE,Udinese,D,Ds;Dc,0.5,1.25,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,60.0,5.87,Riserva,P,0.0,0.0,21.2,16.1,-0.078
9511a31a431b3885,DODÒ,Fiorentina,D,Dd;E,0.5,3.0500000000000003,1-1,3-5,1.0,1.0,3.0,5.0,0.0,-2.0,8,60.0,6.02,Riserva,P,0.0,0.0,21.2,41.3,0.012
239cf156742bd88a,JOAO MARIO,Fiorentina,D,Dd;E,0.5,1.75,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,72.0,6.01,Jolly,P,0.0,0.0,34.9,39.2,0.007
77451eae19db119c,VITIK,Bologna,D,Dc,0.5,1.6,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,64.0,5.83,Riserva,P,0.0,0.0,27.0,13.0,-0.109
c7c7175b7655a6fc,BERTOLA,Udinese,D,Dd;Ds;Dc,0.5,2.6,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,78.0,6.15,TitLowCost,B,0.0,0.0,45.2,64.3,0.117
c0cc1d6b3a329292,IDRISSI R.,Cagliari,D,Ds;E,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,55.0,5.96,Riserva,P,0.0,0.0,15.9,31.5,-0.022
d53f4cc4dd75e14b,PIERAGNOLO,Sassuolo,D,Ds;E,0.5,0.8,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,41.0,5.93,Riserva,P,0.0,0.0,0.3,28.6,-0.029
4d1c6b767ebd7ed6,FLORIANI MUSSOLINI,Lazio,D,Dd;E,0.5,1.9,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,76.0,6.15,TitLowCost,P,0.0,0.0,41.3,63.5,0.114
19281b4a594eef24,PALMA,Udinese,D,Dc,0.5,1.6,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,81.0,6.09,TitLowCost,B,0.0,0.0,50.3,52.6,0.073
e0f7da84cf794373,NDABA,Lecce,D,Ds;E,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,82.0,6.1,TitLowCost,B,0.0,0.0,51.6,55.3,0.082
3ffd87d4c3b73c57,NDIAYE,Parma,D,Dc,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.9,Riserva,P,0.0,0.0,10.6,21.4,-0.052
e2400cc0af2d6f9e,IDZES,Sassuolo,D,Dc,0.5,4.05,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,8,92.0,6.05,TitLowCost,T,0.0,0.0,91.8,48.1,0.046
3813d8341920921a,CANDÈ,Sassuolo,D,Ds;Dc,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,46.0,5.91,Riserva,P,0.0,0.0,2.4,24.1,-0.041
a96388a720226572,TROILO,Parma,D,Dc,0.5,2.75,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,92.0,6.01,TitLowCost,T,0.0,0.0,91.8,40.2,0.009
48fcef27eba69ab3,SIEBERT,Lecce,D,Dc,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,68.0,5.81,Riserva,P,0.0,0.0,31.7,9.5,-0.129
9746c1bbfeaf6d82,BELLA-KOTCHAP,Venezia,D,Dc,0.5,2.4,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,92.0,6.05,TitLowCost,T,0.0,0.0,91.8,48.1,0.046
e9c3ef68be620313,ZIOLKOWSKI,Monza,D,Dc,0.5,1.25,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,82.0,5.89,TitLowCost,B,0.0,0.0,51.6,15.1,-0.09
7ecfea91b2e307b1,RODRIGUEZ JU.,Cagliari,D,Ds;Dc,0.5,2.8,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,88.0,6.03,TitLowCost,T,0.0,0.0,71.4,42.6,0.026
0c3b6733047184b2,ZÈ PEDRO,Cagliari,D,Dd;Dc,0.5,2.4,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-1.0,8,88.0,6.05,TitLowCost,T,0.0,0.0,71.4,46.8,0.044
b0df8f06c2b49fa3,KOUADIO,Monza,D,Dd;Dc,0.5,1.45,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,65.0,5.69,Riserva,P,0.0,0.0,29.4,2.9,-0.201
b334bfd2ded9f95f,ARIZALA,Udinese,D,Ds;E,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,68.0,6.01,Riserva,P,0.0,0.0,31.7,39.2,0.007
0bd1dc8527346637,HELLAND,Bologna,D,Dd;Dc,0.5,1.8,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,76.0,6.08,TitLowCost,P,0.0,0.0,41.3,51.1,0.061
5f538822936a2acd,CARBONI F.,Parma,D,Ds;E,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.93,Riserva,P,0.0,0.0,10.6,24.9,-0.036
d8ba4ceda0ff22e7,HAPS,Venezia,D,Ds;E,0.5,1.75,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,76.0,5.98,TitLowCost,P,0.0,0.0,41.3,34.4,-0.015
1b8075637d776191,BIRINDELLI,Monza,D,Dd;Ds;E,0.5,3.25,1-1,3-5,1.0,1.0,3.0,5.0,0.0,-2.0,8,90.0,6.04,TitLowCost,T,0.0,0.0,81.5,46.3,0.036
884ac4df51dfec11,BRACAGLIA,Frosinone,D,Ds;Dc,0.5,2.75,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,88.0,5.88,TitLowCost,T,0.0,0.0,71.4,13.8,-0.106
eab2894c82ea69a4,OYONO A.,Frosinone,D,Dd;E,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,88.0,5.88,TitLowCost,B,0.0,0.0,71.4,13.8,-0.106
8d8354298691668e,CARBONI A.,Monza,D,Ds;Dc,0.5,1.6,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,88.0,6.04,TitLowCost,T,0.0,0.0,71.4,45.2,0.035
0b8b7d368a848138,BAKOUNE,Monza,D,Dd;E,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,72.0,5.69,Jolly,P,0.0,0.0,34.9,1.1,-0.223
0006a9c5ceac3148,FRANJIC,Venezia,D,B;Ds;E,0.5,1.4,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,75.0,5.85,Jolly,P,0.0,0.0,37.6,12.4,-0.113
f60156771b31e8b3,CALVANI,Frosinone,D,Dc,0.5,1.25,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,88.0,5.85,TitLowCost,T,0.0,0.0,71.4,8.7,-0.132
2058f44425cded27,MONTERISI,Frosinone,D,Dc,0.5,2.5,1-1,2-4,1.0,1.0,2.0,4.0,0.0,-2.0,8,92.0,5.83,TitLowCost,T,0.0,0.0,91.8,8.2,-0.156
ba9349d88e2f4986,SCHINGTIENNE,Venezia,D,Dc,0.5,1.25,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,92.0,5.81,TitLowCost,T,0.0,0.0,91.8,5.6,-0.175
d2f3cc575b10a1a6,CITTADINI,Frosinone,D,Dc,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,86.0,5.8,TitLowCost,B,0.0,0.0,60.8,6.3,-0.172
296a483806a13c8e,ABANKWAH,Udinese,D,Dd;Dc,0.5,1.5,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,68.0,5.87,Riserva,P,0.0,0.0,31.7,15.6,-0.088
329b22236cd3eaf0,MARIN R.,Napoli,D,Dc,0.5,2.0500000000000003,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,68.0,5.93,Riserva,P,0.0,0.0,31.7,22.2,-0.048
feac9234815f85d7,PUCZKA,Genoa,D,Ds;E,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,53.0,5.86,Riserva,P,0.0,0.0,15.1,16.7,-0.074
ba3b3301d056fcfe,SAGRADO,Venezia,D,Dd;E,0.5,0.9,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,76.0,5.98,TitLowCost,P,0.0,0.0,41.3,34.4,-0.015
4b7096018d11bacf,ANTOV,Monza,D,Dc,0.5,0.5,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.68,Riserva,P,0.0,0.0,10.6,7.7,-0.166
6817364eaec914d9,AMEY,Frosinone,D,Dc,0.5,0.85,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.67,Riserva,P,0.0,0.0,10.6,6.3,-0.172
57ea7b85da3f28af,LUCCHESI,Monza,D,Dc,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,86.0,5.86,TitLowCost,B,0.0,0.0,60.8,10.3,-0.12
dc109dedd6de6b6a,GOMES,Venezia,D,Ds;Dc,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.65,Riserva,P,0.0,0.0,10.6,4.0,-0.182
84e3e7ce907c2c95,SVERKO,Venezia,D,Ds;Dc,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,45.0,5.59,Riserva,P,0.0,0.0,1.9,3.4,-0.185
74e92cd7a670bcba,CORREIA T.,Venezia,D,Dd;Ds;E,0.5,1.55,1-1,2-2,1.0,1.0,2.0,2.0,0.0,-1.0,8,88.0,5.87,TitLowCost,T,0.0,0.0,71.4,11.6,-0.114
51816a09400f87f2,MORENO M.,Venezia,D,Dc,0.5,1.25,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,55.0,5.59,Riserva,P,0.0,0.0,15.9,0.3,-0.226
090d9fd0377280a5,ALHASSANE,Bologna,D,Ds;E,0.5,0.95,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,84.0,6.09,TitLowCost,B,0.0,0.0,55.3,53.4,0.076
0497bedba9632dbe,KOFLER,Cagliari,D,Dc,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.89,Riserva,P,0.0,0.0,10.6,19.8,-0.057
ca88b46ef12e2621,PAVARD,Inter,D,Dd;Dc,0.5,3.4499999999999997,1-1,3-5,1.0,1.0,3.0,5.0,0.0,-2.0,8,60.0,6.02,Riserva,P,0.0,0.0,21.2,41.3,0.012
8f5130b54242fd0a,AKPOGUMA,Frosinone,D,Dc,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,72.0,5.69,Jolly,P,0.0,0.0,34.9,1.1,-0.223
2c4c6f13275e30fa,MITAJ,Genoa,D,Ds;E,0.5,1.3,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,78.0,6.13,TitLowCost,B,0.0,0.0,45.2,59.5,0.101
dd8f39dc48834123,HALHAL,Venezia,D,Dc,0.5,1.15,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.59,Riserva,P,0.0,0.0,10.6,2.4,-0.213
716efd811b9f6cb2,AURELIO,Cagliari,D,Ds;E,0.5,0.8,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,74.0,6.16,Jolly,P,0.0,0.0,36.5,65.3,0.118
5c0ae6f54220aeca,TERZIC,Frosinone,D,Ds;E,0.5,1.2,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,76.0,5.92,TitLowCost,P,0.0,0.0,41.3,18.8,-0.061
3eec9fe98e57192a,FAVASULI,Napoli,D,Dd;Ds;E,0.5,1.3,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,64.0,6.09,Riserva,P,0.0,0.0,27.0,50.5,0.058
37591e9cdde19a9b,OMAR FAYED,Frosinone,D,Dc,0.5,0.75,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,60.0,5.63,Riserva,P,0.0,0.0,21.2,1.9,-0.222
079af6d7d17a9c6c,ODENTHAL,Sassuolo,D,Dc,0.5,1.35,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,60.0,5.81,Riserva,P,0.0,0.0,21.2,11.6,-0.114
95189d4236590566,FORTINI,Torino,D,E,0.5,1.4,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,75.0,6.12,Jolly,P,0.0,0.0,37.6,56.6,0.09
67e0d5cfe6f3eb39,CINQUEGRANO,Sassuolo,D,Dd;E,0.5,1.2,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,81.0,6.06,TitLowCost,T,0.0,0.0,50.3,49.5,0.049
22a6c473e5c4cb82,TERRACCIANO F.,Milan,D,B;Dd;Ds,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,68.0,5.92,Riserva,P,0.0,0.0,31.7,20.6,-0.054
7ddd98c9a7ae4761,DIAWARA S.,Milan,D,Ds;Dc,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.97,Riserva,P,0.0,0.0,10.6,33.3,-0.016
daca6a1b84b6bab1,KAMBWALA,Como,D,Dd;Dc,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,76.0,6.13,TitLowCost,P,0.0,0.0,41.3,58.7,0.099
e01fda308aa77b81,LULLI,Roma,D,E,0.5,3.0500000000000003,1-1,3-5,1.0,1.0,3.0,5.0,0.0,-2.0,8,64.0,6.1,Riserva,P,0.0,0.0,27.0,51.9,0.064
a7c072efa60f42e1,MAYE,Monza,D,Ds;Dc,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,60.0,5.7,Riserva,P,0.0,0.0,21.2,4.5,-0.18
d7c1525a1466f14e,TCHATO,Frosinone,D,Dd;E,0.5,1.0,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,76.0,5.83,TitLowCost,P,0.0,0.0,41.3,9.5,-0.129
28d2b23654c7abec,DROBNIC,Parma,D,Dc,0.5,1.05,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,64.0,5.99,Riserva,P,0.0,0.0,27.0,37.0,-0.006
d4cb43a69d26a030,BALERDI,Roma,D,Dc,0.5,1.85,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,60.0,5.96,Riserva,P,0.0,0.0,21.2,30.7,-0.024
09d9e0b1481ca192,DEMBELÈ A.,Lecce,D,Dd;E,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,8,52.0,5.92,Riserva,P,0.0,0.0,10.6,23.5,-0.042
03fcb7764ab0ccc6,CALETA-CAR,Sassuolo,D,Dc,0.5,1.45,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,86.0,6.03,TitLowCost,B,0.0,0.0,60.8,42.6,0.026
b95011b2b68969dd,JUAN JESUS,Venezia,D,Ds;Dc,0.5,1.65,1-1,2-3,1.0,1.0,2.0,3.0,0.0,-1.0,8,88.0,5.81,TitLowCost,T,0.0,0.0,71.4,7.1,-0.167
6d40b6ebd72aad09,DIEGO CARLOS,Parma,D,Dc,0.5,3.95,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,8,92.0,6.07,TitLowCost,T,0.0,0.0,91.8,51.9,0.064
a2412a6933f12aac,SUGAWARA,Cagliari,D,Dd;E,0.5,1.4,1-1,2-2,1.0,1.0,2.0,2.0,0.0,0.0,8,64.0,6.04,Riserva,P,0.0,0.0,27.0,42.6,0.026
ddc64079bb7709ab,PATTERSON,Torino,D,Dd;E,0.5,1.25,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,59.0,5.95,Riserva,P,0.0,0.0,17.5,28.6,-0.029
ad3f06f29229b258,GOGLICHIDZE,Monza,D,Dd;Dc,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,8,52.0,5.66,Riserva,P,0.0,0.0,10.6,5.0,-0.177
0ca8aa141a0b1492,SVILAR,Roma,P,Por,53.3,52.6,43-64,50-56,43.0,64.0,50.0,56.0,10.5,0.0,1,91.0,5.51,Top,T,0.0,0.0,90.0,36.2,-0.446
5ea11f821616f0c8,MAIGNAN,Milan,P,Por,51.05,43.15,41-62,41-47,41.0,62.0,41.0,47.0,10.5,8.0,1,91.0,5.5,Top,T,0.0,0.0,90.0,34.6,-0.455
3de10e621120d202,MARTINEZ JO.,Inter,P,Por,49.15,45.0,40-59,42-49,40.0,59.0,42.0,49.0,9.5,4.0,1,86.0,5.53,Top,T,0.0,0.0,73.8,39.2,-0.404
7ba62c661d8bab62,VICARIO,Juventus,P,Por,47.95,46.4,39-58,44-50,39.0,58.0,44.0,50.0,9.5,2.0,1,91.0,5.47,Top,T,0.0,0.0,90.0,31.5,-0.482
f5471fea4b8036c9,CARNESECCHI,Atalanta,P,Por,47.449999999999996,42.0,38-57,39-46,38.0,57.0,39.0,46.0,9.5,5.0,1,91.0,5.46,Top,T,0.0,0.0,90.0,28.5,-0.491
690aeaf5148919e2,MERET,Napoli,P,Por,45.75,37.449999999999996,37-55,34-41,37.0,55.0,34.0,41.0,9.0,9.0,1,86.0,5.49,Semi-Top,T,0.0,0.0,73.8,37.7,-0.439
caa8d5f1a08890c7,BUTEZ,Como,P,Por,37.900000000000006,35.65,31-46,33-39,31.0,46.0,33.0,39.0,7.5,2.0,1,86.0,5.43,Semi-Top,B,0.0,0.0,73.8,30.0,-0.49
ccf1bf03f6b9231d,DE GEA,Fiorentina,P,Por,24.1,16.400000000000002,19-31,14-20,19.0,31.0,14.0,20.0,6.0,8.0,1,91.0,5.19,Semi-Top,T,0.0,0.0,90.0,19.2,-0.737
00668852ef3ea6bd,MANDAS,Lazio,P,Por,22.450000000000003,18.0,17-29,16-21,17.0,29.0,16.0,21.0,6.0,4.0,1,80.0,5.31,Semi-Top,T,0.0,0.0,68.5,25.4,-0.552
60397e0e5db88ba8,SKORUPSKI,Bologna,P,Por,18.450000000000003,9.85,14-24,8-12,14.0,24.0,8.0,12.0,5.0,8.0,1,91.0,5.13,OttimoTit,T,0.0,0.0,90.0,17.7,-0.792
462d6f2c3b674dc6,OKOYE,Udinese,P,Por,14.5,12.149999999999999,11-19,11-15,11.0,19.0,11.0,15.0,4.0,3.0,2,91.0,5.11,OttimoTit,T,0.0,0.0,90.0,16.2,-0.81
d76dbb69daf9fffc,BIJLOW,Genoa,P,Por,12.25,4.95,10-16,4-7,10.0,16.0,4.0,7.0,3.0,7.0,2,91.0,5.09,OttimoTit,T,0.0,0.0,90.0,14.6,-0.828
f1d273131bcd0233,FALCONE,Lecce,P,Por,10.3,5.95,8-13,5-8,8.0,13.0,5.0,8.0,2.5,4.0,2,91.0,5.07,OttimoTit,T,0.0,0.0,90.0,12.3,-0.846
1a3153747197e5c5,PERRI,Torino,P,Por,9.0,2.8,7-12,2-4,7.0,12.0,2.0,4.0,2.5,6.0,2,91.0,5.07,OttimoTit,T,0.0,0.0,90.0,12.3,-0.846
d9050e16e9e2b057,MURIC,Sassuolo,P,Por,7.95,3.3,6-10,3-5,6.0,10.0,3.0,5.0,2.0,5.0,2,91.0,5.06,OttimoTit,T,0.0,0.0,90.0,10.0,-0.855
9c183d5597ee63b5,CAPRILE,Cagliari,P,Por,6.6,7.15,5-9,6-9,5.0,9.0,6.0,9.0,2.0,0.0,2,91.0,5.05,OttimoTit,T,0.0,0.0,90.0,8.5,-0.865
1cc08d01e2da4c32,SANCHEZ RO.,Como,P,Por,3.65,2.65,3-5,2-4,3.0,5.0,2.0,4.0,1.0,1.0,2,82.0,5.14,TitLowCost,B,0.0,0.0,70.0,20.8,-0.705
f499d978cf4ac78a,CORVI,Parma,P,Por,2.15,2.0,2-3,2-3,2.0,3.0,2.0,3.0,0.5,0.0,2,90.0,5.03,TitLowCost,T,0.0,0.0,79.2,5.4,-0.873
f8778ad1c53e59de,PROVEDEL,Inter,P,Por,0.7,4.2,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,2,72.0,5.23,TitLowCost,P,0.0,0.0,65.4,23.8,-0.554
fc87b12f7c25f7a7,GOLLINI,Roma,P,Por,0.5,0.9,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,20.0,5.13,Riserva,P,0.0,0.0,43.8,64.6,-0.174
2009503dddc7b047,MILINKOVIC-SAVIC V.,Napoli,P,Por,0.5,3.85,1-1,3-6,1.0,1.0,3.0,6.0,0.0,-3.0,3,20.0,5.19,Riserva,P,0.0,0.0,43.8,69.2,-0.162
5dacf7555a0dd890,PADELLI,Udinese,P,Por,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,20.0,5.12,Riserva,P,0.0,0.0,43.8,62.3,-0.176
f292f6e4329e4515,PINSOGLIO,Juventus,P,Por,0.5,0.9,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,10.0,5.42,Riserva,P,0.0,0.0,15.4,98.5,-0.058
eb3d1b5c78a550c0,SPORTIELLO,Atalanta,P,Por,0.5,0.9,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,20.0,5.13,Riserva,P,0.0,0.0,43.8,64.6,-0.174
cc104cc0e4e1980e,TERRACCIANO,Milan,P,Por,0.5,0.9,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,10.0,5.19,Riserva,P,0.0,0.0,15.4,89.2,-0.081
d37cc0b785fd8a54,SOMMARIVA,Genoa,P,Por,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,10.0,5.19,Riserva,P,0.0,0.0,15.4,89.2,-0.081
117642a06d77a9b9,CONTINI,Napoli,P,Por,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,10.0,5.34,Riserva,P,0.0,0.0,15.4,94.6,-0.066
e08d77ba2cbc333d,PALEARI,Torino,P,Por,0.5,1.1,1-1,1-2,1.0,1.0,1.0,2.0,0.0,0.0,3,10.0,4.32,Riserva,P,0.0,0.0,15.4,66.9,-0.168
6ca0f87d63a27ffe,VIGORITO,Como,P,Por,0.5,0.85,1-1,1-1,1.0,1.0,1.0,1.0,0.0,0.0,3,10.0,5.2,Riserva,P,0.0,0.0,15.4,91.5,-0.08
